node_id,cms_entity_name,canonical_rxcui,therapeutic_category,mapping_status,manufacturer_count,single_manufacturer_flag,historical_shortage_count,latest_model_risk_score
NODE_ROFLUMILAST,ROFLUMILAST,1091836,Unclassified / General,unique,1,1,0,0.0002
NODE_OMALIZUMAB,OMALIZUMAB,302379,Unclassified / General,unique,1,1,0,0.0001
NODE_MEPOLIZUMAB,MEPOLIZUMAB,1720597,Unclassified / General,unique,7,0,0,0.0117
NODE_BENRALIZUMAB,BENRALIZUMAB,1989100,Unclassified / General,unique,6,0,0,0.0061
NODE_DUPILUMAB,DUPILUMAB,1876376,Unclassified / General,unique,3,0,0,0.0099
NODE_MOMETASONE,MOMETASONE,108118,Unclassified / General,unique,7,0,0,0.0052
NODE_BECLOMETHASONE,BECLOMETHASONE,1347,Unclassified / General,unique,3,0,0,0.007
NODE_CICLESONIDE,CICLESONIDE,274964,Unclassified / General,unique,3,0,0,0.0149
NODE_CODEINE,CODEINE,2670,Unclassified / General,unique,2,0,0,0.0516
NODE_GUAIFENESIN,GUAIFENESIN,5032,Unclassified / General,unique,7,0,0,0.0097
NODE_DEXTROMETHORPHAN,DEXTROMETHORPHAN,3289,Unclassified / General,unique,1,1,0,0.0001
NODE_PSEUDOEPHEDRINE,PSEUDOEPHEDRINE,8896,Unclassified / General,unique,2,0,0,0.0055
NODE_PHENYLEPHRINE,PHENYLEPHRINE,8163,Unclassified / General,unique,2,0,0,0.0295
NODE_ACETYLCYSTEINE,ACETYLCYSTEINE,197,Unclassified / General,unique,2,0,0,0.0248
NODE_DORNASE,DORNASE,UNMAPPED,Unclassified / General,unmapped,7,0,0,0.0151
NODE_IVACAFTOR,IVACAFTOR,1243041,Unclassified / General,unique,3,0,0,0.0049
NODE_IBUPROFEN,IBUPROFEN,5640,Unclassified / General,unique,4,0,0,0.0379
NODE_ACETAMINOPHEN,ACETAMINOPHEN,161,Unclassified / General,unique,6,0,0,0.0119
NODE_MELOXICAM,MELOXICAM,41493,Unclassified / General,unique,6,0,0,0.0034
NODE_CELECOXIB,CELECOXIB,140587,Unclassified / General,unique,2,0,0,0.0349
NODE_NAPROXEN,NAPROXEN,7258,Unclassified / General,unique,1,1,0,0.0001
NODE_DICLOFENAC,DICLOFENAC,3355,Musculoskeletal,unique,6,0,0,0.258
NODE_CYCLOBENZAPRINE,CYCLOBENZAPRINE,21949,Unclassified / General,unique,6,0,0,0.0207
NODE_METHOCARBAMOL,METHOCARBAMOL,6845,Unclassified / General,unique,5,0,0,0.0271
NODE_BACLOFEN,BACLOFEN,1292,Unclassified / General,unique,6,0,0,0.0707
NODE_TIZANIDINE,TIZANIDINE,57258,Unclassified / General,unique,5,0,0,0.0203
NODE_ALLOPURINOL,ALLOPURINOL,519,Oncology,unique,5,0,0,0.2736
NODE_COLCHICINE,COLCHICINE,2683,Unclassified / General,unique,8,0,0,0.0121
NODE_OXYCODONE,OXYCODONE,7804,Unclassified / General,unique,6,0,0,0.015
NODE_HYDROCODONE,HYDROCODONE,5489,Unclassified / General,unique,7,0,0,0.0106
NODE_MORPHINE,MORPHINE,7052,Analgesia/Addiction,unique,3,0,24,0.6603
NODE_FENTANYL,FENTANYL,4337,Analgesia/Addiction,unique,8,0,11,0.8337
NODE_BUPRENORPHINE,BUPRENORPHINE,1819,Unclassified / General,unique,8,0,0,0.0089
NODE_NALOXONE,NALOXONE,7242,Unclassified / General,unique,6,0,0,0.0158
NODE_SUMATRIPTAN,SUMATRIPTAN,37418,Unclassified / General,unique,4,0,0,0.0381
NODE_RIZATRIPTAN,RIZATRIPTAN,88014,Unclassified / General,unique,3,0,0,0.0247
NODE_INDOMETHACIN,INDOMETHACIN,5781,Unclassified / General,unique,7,0,0,0.0143
NODE_ETODOLAC,ETODOLAC,24605,Unclassified / General,unique,4,0,0,0.002
NODE_NABUMETONE,NABUMETONE,31448,Unclassified / General,unique,8,0,0,0.0107
NODE_OXAPROZIN,OXAPROZIN,32613,Unclassified / General,unique,8,0,0,0.0135
NODE_PIROXICAM,PIROXICAM,8356,Unclassified / General,unique,1,1,0,0.0001
NODE_SULINDAC,SULINDAC,10237,Unclassified / General,unique,1,1,0,0.0
NODE_KETOROLAC,KETOROLAC,35827,Analgesia/Addiction,unique,7,0,25,0.6202
NODE_CARISOPRODOL,CARISOPRODOL,2101,Unclassified / General,unique,3,0,0,0.0253
NODE_ORPHENADRINE,ORPHENADRINE,7715,Unclassified / General,unique,7,0,0,0.0025
NODE_CHLORZOXAZONE,CHLORZOXAZONE,2410,Unclassified / General,unique,7,0,0,0.0228
NODE_DANTROLENE,DANTROLENE,3105,Unclassified / General,unique,8,0,0,0.0168
NODE_METAXALONE,METAXALONE,59078,Unclassified / General,unique,5,0,0,0.026
NODE_HYDROMORPHONE,HYDROMORPHONE,3423,Analgesia/Addiction,unique,6,0,26,0.8094
NODE_OXYMORPHONE,OXYMORPHONE,7814,Unclassified / General,unique,6,0,0,0.0168
NODE_TAPENTADOL,TAPENTADOL,787390,Unclassified / General,unique,1,1,0,0.0001
NODE_MEPERIDINE,MEPERIDINE,6754,Analgesia/Addiction,unique,4,0,0,0.1734
NODE_METHADONE,METHADONE,6813,Unclassified / General,unique,6,0,0,0.0084
NODE_NALTREXONE,NALTREXONE,7243,Unclassified / General,unique,1,1,0,0.0
NODE_NARATRIPTAN,NARATRIPTAN,141366,Unclassified / General,unique,5,0,0,0.0036
NODE_ZOLMITRIPTAN,ZOLMITRIPTAN,135775,Unclassified / General,unique,5,0,0,0.0211
NODE_ELETRIPTAN,ELETRIPTAN,231049,Unclassified / General,unique,3,0,0,0.0234
NODE_FROVATRIPTAN,FROVATRIPTAN,228783,Neurology,unique,7,0,0,0.3466
NODE_ALMOTRIPTAN,ALMOTRIPTAN,279645,Unclassified / General,unique,1,1,0,0.0003
NODE_UBROGEPANT,UBROGEPANT,2268216,Unclassified / General,unique,8,0,0,0.0218
NODE_RIMEGEPANT,RIMEGEPANT,2282307,Unclassified / General,unique,2,0,0,0.009
NODE_FEBUXOSTAT,FEBUXOSTAT,73689,Unclassified / General,unique,5,0,0,0.0242
NODE_PROBENECID,PROBENECID,8698,Unclassified / General,unique,3,0,0,0.0066
NODE_PEGLOTICASE,PEGLOTICASE,1011650,Unclassified / General,unique,4,0,0,0.0142
NODE_RASBURICASE,RASBURICASE,283821,Unclassified / General,unique,5,0,0,0.0154
NODE_LEFLUNOMIDE,LEFLUNOMIDE,27169,Rheumatology,unique,7,0,0,0.9869
NODE_HEPARIN,HEPARIN,235473,Hematology,ambiguous,1,1,8,0.029
NODE_ENOXAPARIN,ENOXAPARIN,67108,Unclassified / General,unique,6,0,0,0.0172
NODE_HYDROXYUREA,HYDROXYUREA,5552,Unclassified / General,unique,6,0,0,0.0726
NODE_METHOTREXATE,METHOTREXATE,6851,Rheumatology,unique,8,0,0,0.9692
NODE_TACROLIMUS,TACROLIMUS,42316,Unclassified / General,unique,3,0,0,0.0191
NODE_CYCLOSPORINE,CYCLOSPORINE,3008,Unclassified / General,unique,1,1,0,0.0
NODE_TAMOXIFEN,TAMOXIFEN,10324,Unclassified / General,unique,5,0,0,0.0043
NODE_ANASTROZOLE,ANASTROZOLE,84857,Unclassified / General,unique,7,0,0,0.0156
NODE_LETROZOLE,LETROZOLE,72965,Unclassified / General,unique,7,0,0,0.0052
NODE_BICALUTAMIDE,BICALUTAMIDE,83008,Unclassified / General,unique,4,0,0,0.0214
NODE_CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,3002,Unclassified / General,unique,6,0,0,0.0395
NODE_FLUOROURACIL,FLUOROURACIL,4492,Unclassified / General,unique,3,0,0,0.0152
NODE_DOXORUBICIN,DOXORUBICIN,3639,Unclassified / General,unique,7,0,0,0.0117
NODE_CISPLATIN,CISPLATIN,2555,Unclassified / General,unique,6,0,0,0.0067
NODE_CARBOPLATIN,CARBOPLATIN,40048,Oncology,unique,3,0,0,0.2995
NODE_PACLITAXEL,PACLITAXEL,UNMAPPED,Unclassified / General,unmapped,8,0,0,0.0023
NODE_DOCETAXEL,DOCETAXEL,72962,Oncology,unique,2,0,0,0.6007
NODE_GEMCITABINE,GEMCITABINE,UNMAPPED,Unclassified / General,unmapped,3,0,0,0.0043
NODE_IMATINIB,IMATINIB,282388,Unclassified / General,unique,7,0,0,0.0135
NODE_LENALIDOMIDE,LENALIDOMIDE,342369,Unclassified / General,unique,2,0,0,0.0135
NODE_RITUXIMAB,RITUXIMAB,121191,Unclassified / General,unique,6,0,0,0.049
NODE_FILGRASTIM,FILGRASTIM,68442,Unclassified / General,unique,8,0,0,0.0094
NODE_DALTEPARIN,DALTEPARIN,67109,Unclassified / General,unique,6,0,0,0.0187
NODE_FONDAPARINUX,FONDAPARINUX,321208,Hematology,unique,1,1,0,0.0251
NODE_ARGATROBAN,ARGATROBAN,15202,Unclassified / General,unique,2,0,0,0.07
NODE_BIVALIRUDIN,BIVALIRUDIN,60819,Unclassified / General,unique,4,0,0,0.0242
NODE_EXEMESTANE,EXEMESTANE,258494,Unclassified / General,unique,6,0,0,0.0139
NODE_FULVESTRANT,FULVESTRANT,282357,Oncology,unique,8,0,0,0.3574
NODE_DEGARELIX,DEGARELIX,475230,Unclassified / General,unique,7,0,0,0.0105
NODE_LEUPROLIDE,LEUPROLIDE,42375,Unclassified / General,unique,5,0,0,0.0354
NODE_GOSERELIN,GOSERELIN,50610,Unclassified / General,unique,1,1,0,0.0001
NODE_FLUTAMIDE,FLUTAMIDE,4508,Unclassified / General,unique,7,0,0,0.0104
NODE_ENZALUTAMIDE,ENZALUTAMIDE,1307298,Unclassified / General,unique,1,1,0,0.0
NODE_ABIRATERONE,ABIRATERONE,1100072,Unclassified / General,unique,8,0,0,0.0024
NODE_DASATINIB,DASATINIB,475342,Unclassified / General,unique,1,1,0,0.0
NODE_NILOTINIB,NILOTINIB,662281,Unclassified / General,unique,5,0,0,0.0109
NODE_BOSUTINIB,BOSUTINIB,1307619,Unclassified / General,unique,2,0,0,0.0164
NODE_PONATINIB,PONATINIB,1364347,Unclassified / General,unique,5,0,0,0.0208
NODE_CABOZANTINIB,CABOZANTINIB,1363268,Unclassified / General,unique,7,0,0,0.0019
NODE_SUNITINIB,SUNITINIB,357977,Unclassified / General,unique,5,0,0,0.0151
NODE_SORAFENIB,SORAFENIB,495881,Unclassified / General,unique,6,0,0,0.0114
NODE_PAZOPANIB,PAZOPANIB,714438,Unclassified / General,unique,1,1,0,0.0
NODE_AXITINIB,AXITINIB,1242999,Unclassified / General,unique,2,0,0,0.0186
NODE_LENVATINIB,LENVATINIB,1603296,Unclassified / General,unique,1,1,0,0.0002
NODE_EVEROLIMUS,EVEROLIMUS,141704,Transplant,unique,5,0,0,0.6464
NODE_SIROLIMUS,SIROLIMUS,35302,Unclassified / General,unique,7,0,0,0.0044
NODE_THALIDOMIDE,THALIDOMIDE,10432,Unclassified / General,unique,8,0,0,0.0007
NODE_POMALIDOMIDE,POMALIDOMIDE,1369713,Unclassified / General,unique,4,0,0,0.0462
NODE_APREMILAST,APREMILAST,1492727,Unclassified / General,unique,2,0,0,0.0291
NODE_TOFACITINIB,TOFACITINIB,1357536,Unclassified / General,unique,6,0,0,0.0131
NODE_LATANOPROST,LATANOPROST,43611,Unclassified / General,unique,6,0,0,0.0021
NODE_TIMOLOL,TIMOLOL,10600,Unclassified / General,unique,5,0,0,0.0099
NODE_BRIMONIDINE,BRIMONIDINE,134615,Unclassified / General,unique,5,0,0,0.0124
NODE_DORZOLAMIDE,DORZOLAMIDE,60207,Unclassified / General,unique,5,0,0,0.0226
NODE_BIMATOPROST,BIMATOPROST,283810,Unclassified / General,unique,4,0,0,0.0028
NODE_TRAVOPROST,TRAVOPROST,283809,Ophthalmology,unique,7,0,0,0.7065
NODE_TAFLUPROST,TAFLUPROST,1244607,Unclassified / General,unique,1,1,0,0.0001
NODE_BETAXOLOL,BETAXOLOL,1520,Unclassified / General,unique,4,0,0,0.0325
NODE_BRINZOLAMIDE,BRINZOLAMIDE,194881,Unclassified / General,unique,5,0,0,0.0178
NODE_ACETAZOLAMIDE,ACETAZOLAMIDE,167,Unclassified / General,unique,8,0,0,0.0085
NODE_METHAZOLAMIDE,METHAZOLAMIDE,6826,Unclassified / General,unique,7,0,0,0.0017
NODE_PILOCARPINE,PILOCARPINE,8328,Ophthalmology,unique,4,0,0,0.819
NODE_GANTIFLOXACIN,GANTIFLOXACIN,UNMAPPED,Unclassified / General,unmapped,1,1,0,0.0
NODE_PREDNISOLONE,PREDNISOLONE,8638,Unclassified / General,unique,7,0,0,0.0143
NODE_FLUMETHASONE,FLUMETHASONE,4458,Unclassified / General,unique,2,0,0,0.0192
NODE_LOTEPREDNOL,LOTEPREDNOL,UNMAPPED,Unclassified / General,unmapped,6,0,0,0.0074
NODE_RIMEXOLONE,RIMEXOLONE,55681,Unclassified / General,unique,3,0,0,0.0242
NODE_EPINASTINE,EPINASTINE,39684,Unclassified / General,unique,7,0,0,0.0026
NODE_KETOTIFEN,KETOTIFEN,UNMAPPED,Unclassified / General,unmapped,4,0,0,0.013
NODE_CYCLOPENTOLATE,CYCLOPENTOLATE,3001,Unclassified / General,unique,5,0,0,0.0029
NODE_TROPICAMIDE,TROPICAMIDE,10869,Unclassified / General,unique,5,0,0,0.0114
NODE_ATROPINE,ATROPINE,1223,Anesthesia,unique,6,0,16,0.8084
NODE_PIMECROLIMUS,PIMECROLIMUS,UNMAPPED,Unclassified / General,unmapped,4,0,0,0.0237
NODE_CRISABOROLE,CRISABOROLE,UNMAPPED,Unclassified / General,unmapped,7,0,0,0.0184
NODE_AZELAIC,AZELAIC,UNMAPPED,Unclassified / General,unmapped,4,0,0,0.0029
NODE_TRETINOIN,TRETINOIN,10753,Unclassified / General,unique,3,0,0,0.008
NODE_ADAPALENE,ADAPALENE,60223,Unclassified / General,unique,6,0,0,0.0058
NODE_TAZAROTENE,TAZAROTENE,83947,Unclassified / General,unique,1,1,0,0.0001
NODE_ISOTRETINOIN,ISOTRETINOIN,6064,Unclassified / General,unique,5,0,0,0.0382
NODE_MUPIROCIN,MUPIROCIN,42372,Unclassified / General,unique,3,0,0,0.0319
NODE_PERMETHRIN,PERMETHRIN,33199,Unclassified / General,unique,7,0,0,0.0139
NODE_MALATHION,MALATHION,6606,Unclassified / General,unique,5,0,0,0.0265
NODE_SPINOSAD,SPINOSAD,299081,Unclassified / General,unique,5,0,0,0.0117
NODE_IVERMECTIN,IVERMECTIN,6069,Unclassified / General,unique,7,0,0,0.0136
NODE_CROTAMITON,CROTAMITON,21766,Unclassified / General,unique,8,0,0,0.018
NODE_MINOXIDIL,MINOXIDIL,6984,Unclassified / General,unique,2,0,0,0.0252
NODE_EFLORNITHINE,EFLORNITHINE,569,Unclassified / General,unique,5,0,0,0.0194
NODE_METHOXSALEN,METHOXSALEN,6854,Unclassified / General,unique,6,0,0,0.0039
NODE_ACITRETIN,ACITRETIN,16818,Unclassified / General,unique,6,0,0,0.0168
NODE_CALCIPOTRIENE,CALCIPOTRIENE,29365,Unclassified / General,unique,2,0,0,0.0051
NODE_ALCLOMETASONE,ALCLOMETASONE,108088,Unclassified / General,unique,2,0,0,0.0255
NODE_DESONIDE,DESONIDE,3254,Unclassified / General,unique,7,0,0,0.0004
NODE_FLUOCINONIDE,FLUOCINONIDE,4462,Unclassified / General,unique,4,0,0,0.0078
NODE_HALOBETASOL,HALOBETASOL,41208,Unclassified / General,unique,6,0,0,0.1078
NODE_FLURANDRENOLIDE,FLURANDRENOLIDE,4500,Unclassified / General,unique,5,0,0,0.0174
NODE_HALCINONIDE,HALCINONIDE,5084,Unclassified / General,unique,5,0,0,0.022
NODE_AMCINONIDE,AMCINONIDE,17652,Unclassified / General,unique,4,0,0,0.037
NODE_DIFLORASONE,DIFLORASONE,91311,Unclassified / General,unique,3,0,0,0.0031
NODE_DESOXIMETASONE,DESOXIMETASONE,3255,Unclassified / General,unique,1,1,0,0.0001
NODE_FLUOCINOLONE,FLUOCINOLONE,25126,Unclassified / General,unique,6,0,0,0.0433
NODE_CLOCORTOLONE,CLOCORTOLONE,21249,Unclassified / General,unique,6,0,0,0.0072
NODE_PREDNICARBATE,PREDNICARBATE,34369,Unclassified / General,unique,3,0,0,0.0231
NODE_OXANDROLONE,OXANDROLONE,7779,Unclassified / General,unique,3,0,0,0.0014
NODE_TESTOSTERONE,TESTOSTERONE,10379,Unclassified / General,unique,8,0,0,0.0176
NODE_NANDROLONE,NANDROLONE,UNMAPPED,Unclassified / General,unmapped,1,1,0,0.0001
NODE_OXYMETHOLONE,OXYMETHOLONE,7813,Unclassified / General,unique,5,0,0,0.0028
NODE_DANAZOL,DANAZOL,3102,Unclassified / General,unique,7,0,0,0.0027
NODE_ESTRADIOL,ESTRADIOL,4083,Unclassified / General,unique,7,0,0,0.0028
NODE_ESTRIOL,ESTRIOL,4094,Unclassified / General,unique,1,1,0,0.0001
NODE_ESTRONE,ESTRONE,4103,Unclassified / General,unique,8,0,0,0.0075
NODE_ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,4124,Unclassified / General,unique,8,0,0,0.006
NODE_MEGESTROL,MEGESTROL,6703,Unclassified / General,unique,5,0,0,0.0171
NODE_NORETHINDRONE,NORETHINDRONE,7514,Unclassified / General,unique,6,0,0,0.0029
NODE_NORGESTREL,NORGESTREL,7518,Unclassified / General,unique,1,1,0,0.0001
NODE_DESOGESTREL,DESOGESTREL,22656,Unclassified / General,unique,3,0,0,0.0335
NODE_DROSPIRENONE,DROSPIRENONE,11636,Unclassified / General,unique,1,1,0,0.0
NODE_LEVONORGESTREL,LEVONORGESTREL,6373,Unclassified / General,unique,6,0,0,0.0162
NODE_ETYNODIOL,ETYNODIOL,24591,Unclassified / General,unique,7,0,0,0.0059
NODE_NORGESTIMATE,NORGESTIMATE,31994,Unclassified / General,unique,2,0,0,0.0282
NODE_DINOPROSTONE,DINOPROSTONE,3478,Unclassified / General,unique,4,0,0,0.0198
NODE_MISOPROSTOL,MISOPROSTOL,42331,Unclassified / General,unique,3,0,0,0.0544
NODE_CARBOPROST,CARBOPROST,2051,Unclassified / General,unique,5,0,0,0.0035
NODE_MIFEPRISTONE,MIFEPRISTONE,6964,Unclassified / General,unique,5,0,0,0.0174
NODE_OXYTOCIN,OXYTOCIN,7824,Unclassified / General,unique,1,1,0,0.0
NODE_METHERGINE,METHERGINE,227555,Unclassified / General,unique,7,0,0,0.0125
NODE_TERBUTALINE,TERBUTALINE,10368,Unclassified / General,unique,4,0,0,0.0195
NODE_MAGNESIUM SULFATE,MAGNESIUM SULFATE,6585,Unclassified / General,unique,4,0,0,0.0098
NODE_ATOSIBAN,ATOSIBAN,59639,Unclassified / General,unique,4,0,0,0.0148
NODE_NITROPRUSSIDE,NITROPRUSSIDE,7476,Unclassified / General,unique,4,0,0,0.0202
NODE_SODIUM BICARBONATE,SODIUM BICARBONATE,36676,Gastroenterology,unique,5,0,26,0.8989
NODE_POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,8591,Endocrinology/Metabolism,unique,6,0,0,0.3443
NODE_CALCIUM GLUCONATE,CALCIUM GLUCONATE,1908,Renal,unique,1,1,0,0.0245
NODE_MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,6579,Unclassified / General,unique,5,0,0,0.0186
NODE_ZINC SULFATE,ZINC SULFATE,39954,Unclassified / General,unique,3,0,0,0.0238
