cms_entity_name,feature_year_t,target_year_t1,claims,beneficiaries,spending,avg_spending_per_claim,avg_spending_per_beneficiary,manufacturer_count,claims_lag_1,claims_growth_yoy,beneficiaries_lag_1,beneficiary_growth_yoy,spending_lag_1,spending_growth_yoy,avg_spending_per_claim_growth,years_observed_before_t,claims_rolling_mean_2y,claims_rolling_std_2y,spending_rolling_mean_2y,is_first_observation_year,prior_shortage_count,ever_shortage_before_t,years_since_last_shortage,therapeutic_category,is_single_manufacturer,mapping_status,primary_rxcui,shortage_next_year
CLEVIDIPINE,2019,2020,3941191.0,737991.0,33500125.88,8.5,45.39,8.0,3789607.0,0.04,709607.0,0.04,32211659.5,0.04,0.0,1,3865399.0,107186.07,32855892.69,0,0,0,-1,Unclassified / General,0,unique,233603,0
CLEVIDIPINE,2020,2021,4092775.0,766375.0,34788592.26,8.5,45.39,8.0,3941191.0,0.0385,737991.0,0.0385,33500125.88,0.0385,0.0,2,4016983.0,107186.07,34144359.07,0,0,0,-1,Unclassified / General,0,unique,233603,0
CLEVIDIPINE,2021,2022,4244359.0,794759.0,36077058.64,8.5,45.39,8.0,4092775.0,0.037,766375.0,0.037,34788592.26,0.037,0.0,3,4168567.0,107186.07,35432825.45,0,0,0,-1,Unclassified / General,0,unique,233603,0
CLEVIDIPINE,2022,2023,4395944.0,823144.0,37365525.02,8.5,45.39,8.0,4244359.0,0.0357,794759.0,0.0357,36077058.64,0.0357,0.0,4,4320151.5,107186.78,36721291.83,0,0,0,-1,Unclassified / General,0,unique,233603,0
CLEVIDIPINE,2023,2024,4547528.0,851528.0,38653991.4,8.5,45.39,8.0,4395944.0,0.0345,823144.0,0.0345,37365525.02,0.0345,0.0,5,4471736.0,107186.07,38009758.21,0,0,0,-1,Unclassified / General,0,unique,233603,0
NICARDIPINE,2018,2019,4915068.0,835068.0,95843826.0,19.5,114.77,5.0,4915068.0,0.0,835068.0,0.0,95843826.0,0.0,0.0,0,4915068.0,0.0,95843826.0,1,0,0,-1,Unclassified / General,0,unique,7396,0
NICARDIPINE,2019,2020,5111670.0,868470.0,99677579.04,19.5,114.77,5.0,4915068.0,0.04,835068.0,0.04,95843826.0,0.04,0.0,1,5013369.0,139018.61,97760702.52,0,0,0,-1,Unclassified / General,0,unique,7396,0
NICARDIPINE,2020,2021,5308273.0,901873.0,103511332.08,19.5,114.77,5.0,5111670.0,0.0385,868470.0,0.0385,99677579.04,0.0385,0.0,2,5209971.5,139019.31,101594455.56,0,0,0,-1,Unclassified / General,0,unique,7396,0
NICARDIPINE,2021,2022,5504876.0,935276.0,107345085.12,19.5,114.77,5.0,5308273.0,0.037,901873.0,0.037,103511332.08,0.037,0.0,3,5406574.5,139019.31,105428208.6,0,0,0,-1,Unclassified / General,0,unique,7396,0
NICARDIPINE,2022,2023,5701478.0,968678.0,111178838.16,19.5,114.77,5.0,5504876.0,0.0357,935276.0,0.0357,107345085.12,0.0357,0.0,4,5603177.0,139018.61,109261961.64,0,0,0,-1,Unclassified / General,0,unique,7396,0
NICARDIPINE,2023,2024,5898081.0,1002081.0,115012591.2,19.5,114.77,5.0,5701478.0,0.0345,968678.0,0.0345,111178838.16,0.0345,0.0,5,5799779.5,139019.31,113095714.68,0,0,0,-1,Unclassified / General,0,unique,7396,0
BUMETANIDE,2018,2019,4725748.0,645748.0,233924526.0,49.5,362.25,5.0,4725748.0,0.0,645748.0,0.0,233924526.0,0.0,0.0,0,4725748.0,0.0,233924526.0,1,12,1,0,Cardiovascular,0,unique,1808,0
BUMETANIDE,2019,2020,4914777.0,671577.0,243281507.04,49.5,362.25,5.0,4725748.0,0.04,645748.0,0.04,233924526.0,0.04,0.0,1,4820262.5,133663.69,238603016.52,0,12,1,1,Cardiovascular,0,unique,1808,0
BUMETANIDE,2020,2021,5103807.0,697407.0,252638488.08,49.5,362.25,5.0,4914777.0,0.0385,671577.0,0.0385,243281507.04,0.0385,0.0,2,5009292.0,133664.39,247959997.56,0,12,1,2,Cardiovascular,0,unique,1808,0
BUMETANIDE,2021,2022,5292837.0,723237.0,261995469.12,49.5,362.25,5.0,5103807.0,0.037,697407.0,0.037,252638488.08,0.037,0.0,3,5198322.0,133664.39,257316978.6,0,12,1,3,Cardiovascular,0,unique,1808,0
BUMETANIDE,2022,2023,5481867.0,749067.0,271352450.16,49.5,362.25,5.0,5292837.0,0.0357,723237.0,0.0357,261995469.12,0.0357,0.0,4,5387352.0,133664.39,266673959.64,0,12,1,4,Cardiovascular,0,unique,1808,0
BUMETANIDE,2023,2024,5670897.0,774897.0,280709431.2,49.5,362.25,5.0,5481867.0,0.0345,749067.0,0.0345,271352450.16,0.0345,0.0,5,5576382.0,133664.39,276030940.68,0,12,1,5,Cardiovascular,0,unique,1808,0
TORSEMIDE,2018,2019,3616081.0,536081.0,117522632.5,32.5,219.23,2.0,3616081.0,0.0,536081.0,0.0,117522632.5,0.0,0.0,0,3616081.0,0.0,117522632.5,1,0,0,-1,Unclassified / General,0,unique,38413,0
TORSEMIDE,2019,2020,3760724.0,557524.0,122223537.8,32.5,219.23,2.0,3616081.0,0.04,536081.0,0.04,117522632.5,0.04,0.0,1,3688402.5,102278.05,119873085.15,0,0,0,-1,Unclassified / General,0,unique,38413,0
TORSEMIDE,2020,2021,3905367.0,578967.0,126924443.1,32.5,219.23,2.0,3760724.0,0.0385,557524.0,0.0385,122223537.8,0.0385,0.0,2,3833045.5,102278.05,124573990.45,0,0,0,-1,Unclassified / General,0,unique,38413,0
TORSEMIDE,2021,2022,4050010.0,600410.0,131625348.4,32.5,219.23,2.0,3905367.0,0.037,578967.0,0.037,126924443.1,0.037,0.0,3,3977688.5,102278.05,129274895.75,0,0,0,-1,Unclassified / General,0,unique,38413,0
TORSEMIDE,2022,2023,4194653.0,621853.0,136326253.7,32.5,219.23,2.0,4050010.0,0.0357,600410.0,0.0357,131625348.4,0.0357,0.0,4,4122331.5,102278.05,133975801.05,0,0,0,-1,Unclassified / General,0,unique,38413,0
TORSEMIDE,2023,2024,4339297.0,643297.0,141027159.0,32.5,219.23,2.0,4194653.0,0.0345,621853.0,0.0345,136326253.7,0.0345,0.0,5,4266975.0,102278.75,138676706.35,0,0,0,-1,Unclassified / General,0,unique,38413,0
CHLORTHALIDONE,2018,2019,3944085.0,864085.0,143959102.5,36.5,166.6,6.0,3944085.0,0.0,864085.0,0.0,143959102.5,0.0,0.0,0,3944085.0,0.0,143959102.5,1,0,0,-1,Unclassified / General,0,unique,2409,0
CHLORTHALIDONE,2019,2020,4101848.0,898648.0,149717466.6,36.5,166.6,6.0,3944085.0,0.04,864085.0,0.04,143959102.5,0.04,0.0,1,4022966.5,111555.29,146838284.55,0,0,0,-1,Unclassified / General,0,unique,2409,0
CHLORTHALIDONE,2020,2021,4259611.0,933211.0,155475830.7,36.5,166.6,6.0,4101848.0,0.0385,898648.0,0.0385,149717466.6,0.0385,0.0,2,4180729.5,111555.29,152596648.65,0,0,0,-1,Unclassified / General,0,unique,2409,0
CHLORTHALIDONE,2021,2022,4417375.0,967775.0,161234194.8,36.5,166.6,6.0,4259611.0,0.037,933211.0,0.037,155475830.7,0.037,0.0,3,4338493.0,111555.99,158355012.75,0,0,0,-1,Unclassified / General,0,unique,2409,0
CHLORTHALIDONE,2022,2023,4575138.0,1002338.0,166992558.9,36.5,166.6,6.0,4417375.0,0.0357,967775.0,0.0357,161234194.8,0.0357,0.0,4,4496256.5,111555.29,164113376.85,0,0,0,-1,Unclassified / General,0,unique,2409,0
CHLORTHALIDONE,2023,2024,4732902.0,1036902.0,172750923.0,36.5,166.6,6.0,4575138.0,0.0345,1002338.0,0.0345,166992558.9,0.0345,0.0,5,4654020.0,111555.99,169871740.95,0,0,0,-1,Unclassified / General,0,unique,2409,0
INDAPAMIDE,2018,2019,1888019.0,808019.0,38704389.5,20.5,47.9,4.0,1888019.0,0.0,808019.0,0.0,38704389.5,0.0,0.0,0,1888019.0,0.0,38704389.5,1,0,0,-1,Unclassified / General,0,unique,5764,0
INDAPAMIDE,2019,2020,1963539.0,840339.0,40252565.08,20.5,47.9,4.0,1888019.0,0.04,808019.0,0.04,38704389.5,0.04,0.0,1,1925779.0,53400.7,39478477.29,0,0,0,-1,Unclassified / General,0,unique,5764,0
INDAPAMIDE,2020,2021,2039060.0,872660.0,41800740.66,20.5,47.9,4.0,1963539.0,0.0385,840339.0,0.0385,40252565.08,0.0385,0.0,2,2001299.5,53401.41,41026652.87,0,0,0,-1,Unclassified / General,0,unique,5764,0
INDAPAMIDE,2021,2022,2114581.0,904981.0,43348916.24,20.5,47.9,4.0,2039060.0,0.037,872660.0,0.037,41800740.66,0.037,0.0,3,2076820.5,53401.41,42574828.45,0,0,0,-1,Unclassified / General,0,unique,5764,0
INDAPAMIDE,2022,2023,2190102.0,937302.0,44897091.82,20.5,47.9,4.0,2114581.0,0.0357,904981.0,0.0357,43348916.24,0.0357,0.0,4,2152341.5,53401.41,44123004.03,0,0,0,-1,Unclassified / General,0,unique,5764,0
INDAPAMIDE,2023,2024,2265622.0,969622.0,46445267.4,20.5,47.9,4.0,2190102.0,0.0345,937302.0,0.0345,44897091.82,0.0345,0.0,5,2227862.0,53400.7,45671179.61,0,0,0,-1,Unclassified / General,0,unique,5764,0
TRIAMTERENE,2018,2019,4060723.0,980723.0,99487713.5,24.5,101.44,4.0,4060723.0,0.0,980723.0,0.0,99487713.5,0.0,0.0,0,4060723.0,0.0,99487713.5,1,0,0,-1,Unclassified / General,0,unique,10763,0
TRIAMTERENE,2019,2020,4223151.0,1019951.0,103467222.04,24.5,101.44,4.0,4060723.0,0.04,980723.0,0.04,99487713.5,0.04,0.0,1,4141937.0,114853.94,101477467.77,0,0,0,-1,Unclassified / General,0,unique,10763,0
TRIAMTERENE,2020,2021,4385580.0,1059180.0,107446730.58,24.5,101.44,4.0,4223151.0,0.0385,1019951.0,0.0385,103467222.04,0.0385,0.0,2,4304365.5,114854.65,105456976.31,0,0,0,-1,Unclassified / General,0,unique,10763,0
TRIAMTERENE,2021,2022,4548009.0,1098409.0,111426239.12,24.5,101.44,4.0,4385580.0,0.037,1059180.0,0.037,107446730.58,0.037,0.0,3,4466794.5,114854.65,109436484.85,0,0,0,-1,Unclassified / General,0,unique,10763,0
TRIAMTERENE,2022,2023,4710438.0,1137638.0,115405747.66,24.5,101.44,4.0,4548009.0,0.0357,1098409.0,0.0357,111426239.12,0.0357,0.0,4,4629223.5,114854.65,113415993.39,0,0,0,-1,Unclassified / General,0,unique,10763,0
TRIAMTERENE,2023,2024,4872867.0,1176867.0,119385256.2,24.5,101.44,4.0,4710438.0,0.0345,1137638.0,0.0345,115405747.66,0.0345,0.0,5,4791652.5,114854.65,117395501.93,0,0,0,-1,Unclassified / General,0,unique,10763,0
EPLERENONE,2018,2019,524563.0,444563.0,7606163.5,14.5,17.11,4.0,524563.0,0.0,444563.0,0.0,7606163.5,0.0,0.0,0,524563.0,0.0,7606163.5,1,0,0,-1,Unclassified / General,0,unique,298869,0
EPLERENONE,2019,2020,545545.0,462345.0,7910410.04,14.5,17.11,4.0,524563.0,0.04,444563.0,0.04,7606163.5,0.04,0.0,1,535054.0,14836.51,7758286.77,0,0,0,-1,Unclassified / General,0,unique,298869,0
EPLERENONE,2020,2021,566528.0,480128.0,8214656.58,14.5,17.11,4.0,545545.0,0.0385,462345.0,0.0385,7910410.04,0.0385,0.0,2,556036.5,14837.22,8062533.31,0,0,0,-1,Unclassified / General,0,unique,298869,0
EPLERENONE,2021,2022,587510.0,497910.0,8518903.12,14.5,17.11,4.0,566528.0,0.037,480128.0,0.037,8214656.58,0.037,0.0,3,577019.0,14836.51,8366779.85,0,0,0,-1,Unclassified / General,0,unique,298869,0
EPLERENONE,2022,2023,608493.0,515693.0,8823149.66,14.5,17.11,4.0,587510.0,0.0357,497910.0,0.0357,8518903.12,0.0357,0.0,4,598001.5,14837.22,8671026.39,0,0,0,-1,Unclassified / General,0,unique,298869,0
EPLERENONE,2023,2024,629475.0,533475.0,9127396.2,14.5,17.11,4.0,608493.0,0.0345,515693.0,0.0345,8823149.66,0.0345,0.0,5,618984.0,14836.51,8975272.93,0,0,0,-1,Unclassified / General,0,unique,298869,0
LOVASTATIN,2018,2019,1175402.0,95402.0,4113907.0,3.5,43.12,3.0,1175402.0,0.0,95402.0,0.0,4113907.0,0.0,0.0,0,1175402.0,0.0,4113907.0,1,0,0,-1,Unclassified / General,0,unique,6472,0
LOVASTATIN,2019,2020,1222418.0,99218.0,4278463.28,3.5,43.12,3.0,1175402.0,0.04,95402.0,0.04,4113907.0,0.04,0.0,1,1198910.0,33245.33,4196185.14,0,0,0,-1,Unclassified / General,0,unique,6472,0
LOVASTATIN,2020,2021,1269434.0,103034.0,4443019.56,3.5,43.12,3.0,1222418.0,0.0385,99218.0,0.0385,4278463.28,0.0385,0.0,2,1245926.0,33245.33,4360741.42,0,0,0,-1,Unclassified / General,0,unique,6472,0
LOVASTATIN,2021,2022,1316450.0,106850.0,4607575.84,3.5,43.12,3.0,1269434.0,0.037,103034.0,0.037,4443019.56,0.037,0.0,3,1292942.0,33245.33,4525297.7,0,0,0,-1,Unclassified / General,0,unique,6472,0
LOVASTATIN,2022,2023,1363466.0,110666.0,4772132.12,3.5,43.12,3.0,1316450.0,0.0357,106850.0,0.0357,4607575.84,0.0357,0.0,4,1339958.0,33245.33,4689853.98,0,0,0,-1,Unclassified / General,0,unique,6472,0
LOVASTATIN,2023,2024,1410482.0,114482.0,4936688.4,3.5,43.12,3.0,1363466.0,0.0345,110666.0,0.0345,4772132.12,0.0345,0.0,5,1386974.0,33245.33,4854410.26,0,0,0,-1,Unclassified / General,0,unique,6472,0
TICAGRELOR,2018,2019,2483797.0,403797.0,120464154.5,48.5,298.33,6.0,2483797.0,0.0,403797.0,0.0,120464154.5,0.0,0.0,0,2483797.0,0.0,120464154.5,1,0,0,-1,Unclassified / General,0,unique,1116632,0
TICAGRELOR,2019,2020,2583148.0,419948.0,125282720.68,48.5,298.33,6.0,2483797.0,0.04,403797.0,0.04,120464154.5,0.04,0.0,1,2533472.5,70251.77,122873437.59,0,0,0,-1,Unclassified / General,0,unique,1116632,0
TICAGRELOR,2020,2021,2682500.0,436100.0,130101286.86,48.5,298.33,6.0,2583148.0,0.0385,419948.0,0.0385,125282720.68,0.0385,0.0,2,2632824.0,70252.47,127692003.77,0,0,0,-1,Unclassified / General,0,unique,1116632,0
TICAGRELOR,2021,2022,2781852.0,452252.0,134919853.04,48.5,298.33,6.0,2682500.0,0.037,436100.0,0.037,130101286.86,0.037,0.0,3,2732176.0,70252.47,132510569.95,0,0,0,-1,Unclassified / General,0,unique,1116632,0
TICAGRELOR,2022,2023,2881204.0,468404.0,139738419.22,48.5,298.33,6.0,2781852.0,0.0357,452252.0,0.0357,134919853.04,0.0357,0.0,4,2831528.0,70252.47,137329136.13,0,0,0,-1,Unclassified / General,0,unique,1116632,0
TICAGRELOR,2023,2024,2980556.0,484556.0,144556985.4,48.5,298.33,6.0,2881204.0,0.0345,468404.0,0.0345,139738419.22,0.0345,0.0,5,2930880.0,70252.47,142147702.31,0,0,0,-1,Unclassified / General,0,unique,1116632,0
PRASUGREL,2018,2019,4756786.0,676786.0,178379475.0,37.5,263.57,3.0,4756786.0,0.0,676786.0,0.0,178379475.0,0.0,0.0,0,4756786.0,0.0,178379475.0,1,0,0,-1,Unclassified / General,0,unique,613391,0
PRASUGREL,2019,2020,4947057.0,703857.0,185514654.0,37.5,263.57,3.0,4756786.0,0.04,676786.0,0.04,178379475.0,0.04,0.0,1,4851921.5,134541.91,181947064.5,0,0,0,-1,Unclassified / General,0,unique,613391,0
PRASUGREL,2020,2021,5137328.0,730928.0,192649833.0,37.5,263.57,3.0,4947057.0,0.0385,703857.0,0.0385,185514654.0,0.0385,0.0,2,5042192.5,134541.91,189082243.5,0,0,0,-1,Unclassified / General,0,unique,613391,0
PRASUGREL,2021,2022,5327600.0,758000.0,199785012.0,37.5,263.57,3.0,5137328.0,0.037,730928.0,0.037,192649833.0,0.037,0.0,3,5232464.0,134542.62,196217422.5,0,0,0,-1,Unclassified / General,0,unique,613391,0
PRASUGREL,2022,2023,5517871.0,785071.0,206920191.0,37.5,263.57,3.0,5327600.0,0.0357,758000.0,0.0357,199785012.0,0.0357,0.0,4,5422735.5,134541.91,203352601.5,0,0,0,-1,Unclassified / General,0,unique,613391,0
PRASUGREL,2023,2024,5708143.0,812143.0,214055370.0,37.5,263.57,3.0,5517871.0,0.0345,785071.0,0.0345,206920191.0,0.0345,0.0,5,5613007.0,134542.62,210487780.5,0,0,0,-1,Unclassified / General,0,unique,613391,0
EDOXABAN,2018,2019,3098582.0,1018582.0,103802497.0,33.5,101.91,7.0,3098582.0,0.0,1018582.0,0.0,103802497.0,0.0,0.0,0,3098582.0,0.0,103802497.0,1,0,0,-1,Unclassified / General,0,unique,1599538,0
EDOXABAN,2019,2020,3222525.0,1059325.0,107954596.88,33.5,101.91,7.0,3098582.0,0.04,1018582.0,0.04,103802497.0,0.04,0.0,1,3160553.5,87640.94,105878546.94,0,0,0,-1,Unclassified / General,0,unique,1599538,0
EDOXABAN,2020,2021,3346468.0,1100068.0,112106696.76,33.5,101.91,7.0,3222525.0,0.0385,1059325.0,0.0385,107954596.88,0.0385,0.0,2,3284496.5,87640.94,110030646.82,0,0,0,-1,Unclassified / General,0,unique,1599538,0
EDOXABAN,2021,2022,3470411.0,1140811.0,116258796.64,33.5,101.91,7.0,3346468.0,0.037,1100068.0,0.037,112106696.76,0.037,0.0,3,3408439.5,87640.94,114182746.7,0,0,0,-1,Unclassified / General,0,unique,1599538,0
EDOXABAN,2022,2023,3594355.0,1181555.0,120410896.52,33.5,101.91,7.0,3470411.0,0.0357,1140811.0,0.0357,116258796.64,0.0357,0.0,4,3532383.0,87641.64,118334846.58,0,0,0,-1,Unclassified / General,0,unique,1599538,0
EDOXABAN,2023,2024,3718298.0,1222298.0,124562996.4,33.5,101.91,7.0,3594355.0,0.0345,1181555.0,0.0345,120410896.52,0.0345,0.0,5,3656326.5,87640.94,122486946.46,0,0,0,-1,Unclassified / General,0,unique,1599538,0
DABIGATRAN,2018,2019,4179231.0,99231.0,135825007.5,32.5,1368.78,8.0,4179231.0,0.0,99231.0,0.0,135825007.5,0.0,0.0,0,4179231.0,0.0,135825007.5,1,0,0,-1,Unclassified / General,0,unique,1546356,0
DABIGATRAN,2019,2020,4346400.0,103200.0,141258007.8,32.5,1368.78,8.0,4179231.0,0.04,99231.0,0.04,135825007.5,0.04,0.0,1,4262815.5,118206.33,138541507.65,0,0,0,-1,Unclassified / General,0,unique,1546356,0
DABIGATRAN,2020,2021,4513569.0,107169.0,146691008.1,32.5,1368.78,8.0,4346400.0,0.0385,103200.0,0.0385,141258007.8,0.0385,0.0,2,4429984.5,118206.33,143974507.95,0,0,0,-1,Unclassified / General,0,unique,1546356,0
DABIGATRAN,2021,2022,4680738.0,111138.0,152124008.4,32.5,1368.78,8.0,4513569.0,0.037,107169.0,0.037,146691008.1,0.037,0.0,3,4597153.5,118206.33,149407508.25,0,0,0,-1,Unclassified / General,0,unique,1546356,0
DABIGATRAN,2022,2023,4847907.0,115107.0,157557008.7,32.5,1368.79,8.0,4680738.0,0.0357,111138.0,0.0357,152124008.4,0.0357,0.0,4,4764322.5,118206.33,154840508.55,0,0,0,-1,Unclassified / General,0,unique,1546356,0
DABIGATRAN,2023,2024,5015077.0,119077.0,162990009.0,32.5,1368.78,8.0,4847907.0,0.0345,115107.0,0.0345,157557008.7,0.0345,0.0,5,4931492.0,118207.04,160273508.85,0,0,0,-1,Unclassified / General,0,unique,1546356,0
SOTALOL,2018,2019,1400494.0,320494.0,63722477.0,45.5,198.83,7.0,1400494.0,0.0,320494.0,0.0,63722477.0,0.0,0.0,0,1400494.0,0.0,63722477.0,1,0,0,-1,Unclassified / General,0,unique,9947,0
SOTALOL,2019,2020,1456513.0,333313.0,66271376.08,45.5,198.83,7.0,1400494.0,0.04,320494.0,0.04,63722477.0,0.04,0.0,1,1428503.5,39611.41,64996926.54,0,0,0,-1,Unclassified / General,0,unique,9947,0
SOTALOL,2020,2021,1512533.0,346133.0,68820275.16,45.5,198.83,7.0,1456513.0,0.0385,333313.0,0.0385,66271376.08,0.0385,0.0,2,1484523.0,39612.12,67545825.62,0,0,0,-1,Unclassified / General,0,unique,9947,0
SOTALOL,2021,2022,1568553.0,358953.0,71369174.24,45.5,198.83,7.0,1512533.0,0.037,346133.0,0.037,68820275.16,0.037,0.0,3,1540543.0,39612.12,70094724.7,0,0,0,-1,Unclassified / General,0,unique,9947,0
SOTALOL,2022,2023,1624573.0,371773.0,73918073.32,45.5,198.83,7.0,1568553.0,0.0357,358953.0,0.0357,71369174.24,0.0357,0.0,4,1596563.0,39612.12,72643623.78,0,0,0,-1,Unclassified / General,0,unique,9947,0
SOTALOL,2023,2024,1680592.0,384592.0,76466972.4,45.5,198.83,7.0,1624573.0,0.0345,371773.0,0.0345,73918073.32,0.0345,0.0,5,1652582.5,39611.41,75192522.86,0,0,0,-1,Unclassified / General,0,unique,9947,0
DRONEDARONE,2018,2019,1663782.0,583782.0,55736697.0,33.5,95.48,7.0,1663782.0,0.0,583782.0,0.0,55736697.0,0.0,0.0,0,1663782.0,0.0,55736697.0,1,0,0,-1,Unclassified / General,0,unique,233698,0
DRONEDARONE,2019,2020,1730333.0,607133.0,57966164.88,33.5,95.48,7.0,1663782.0,0.04,583782.0,0.04,55736697.0,0.04,0.0,1,1697057.5,47058.66,56851430.94,0,0,0,-1,Unclassified / General,0,unique,233698,0
DRONEDARONE,2020,2021,1796884.0,630484.0,60195632.76,33.5,95.48,7.0,1730333.0,0.0385,607133.0,0.0385,57966164.88,0.0385,0.0,2,1763608.5,47058.66,59080898.82,0,0,0,-1,Unclassified / General,0,unique,233698,0
DRONEDARONE,2021,2022,1863435.0,653835.0,62425100.64,33.5,95.48,7.0,1796884.0,0.037,630484.0,0.037,60195632.76,0.037,0.0,3,1830159.5,47058.66,61310366.7,0,0,0,-1,Unclassified / General,0,unique,233698,0
DRONEDARONE,2022,2023,1929987.0,677187.0,64654568.52,33.5,95.48,7.0,1863435.0,0.0357,653835.0,0.0357,62425100.64,0.0357,0.0,4,1896711.0,47059.37,63539834.58,0,0,0,-1,Unclassified / General,0,unique,233698,0
DRONEDARONE,2023,2024,1996538.0,700538.0,66884036.4,33.5,95.48,7.0,1929987.0,0.0345,677187.0,0.0345,64654568.52,0.0345,0.0,5,1963262.5,47058.66,65769302.46,0,0,0,-1,Unclassified / General,0,unique,233698,0
DOBUTAMINE,2018,2019,4444209.0,364209.0,46664194.5,10.5,128.12,2.0,4444209.0,0.0,364209.0,0.0,46664194.5,0.0,0.0,0,4444209.0,0.0,46664194.5,1,10,1,1,Cardiovascular,0,unique,3616,0
DOBUTAMINE,2019,2020,4621977.0,378777.0,48530762.28,10.5,128.12,2.0,4444209.0,0.04,364209.0,0.04,46664194.5,0.04,0.0,1,4533093.0,125700.96,47597478.39,0,10,1,2,Cardiovascular,0,unique,3616,0
DOBUTAMINE,2020,2021,4799745.0,393345.0,50397330.06,10.5,128.13,2.0,4621977.0,0.0385,378777.0,0.0385,48530762.28,0.0385,0.0,2,4710861.0,125700.96,49464046.17,0,10,1,3,Cardiovascular,0,unique,3616,0
DOBUTAMINE,2021,2022,4977514.0,407914.0,52263897.84,10.5,128.12,2.0,4799745.0,0.037,393345.0,0.037,50397330.06,0.037,0.0,3,4888629.5,125701.67,51330613.95,0,10,1,4,Cardiovascular,0,unique,3616,0
DOBUTAMINE,2022,2023,5155282.0,422482.0,54130465.62,10.5,128.12,2.0,4977514.0,0.0357,407914.0,0.0357,52263897.84,0.0357,0.0,4,5066398.0,125700.96,53197181.73,0,10,1,5,Cardiovascular,0,unique,3616,0
DOBUTAMINE,2023,2024,5333050.0,437050.0,55997033.4,10.5,128.13,2.0,5155282.0,0.0345,422482.0,0.0345,54130465.62,0.0345,0.0,5,5244166.0,125700.96,55063749.51,0,10,1,6,Cardiovascular,0,unique,3616,0
DOPAMINE,2018,2019,561033.0,481033.0,19355638.5,34.5,40.24,2.0,561033.0,0.0,481033.0,0.0,19355638.5,0.0,0.0,0,561033.0,0.0,19355638.5,1,11,1,1,Cardiovascular,0,unique,3628,0
DOPAMINE,2019,2020,583474.0,500274.0,20129864.04,34.5,40.24,2.0,561033.0,0.04,481033.0,0.04,19355638.5,0.04,0.0,1,572253.5,15868.18,19742751.27,0,11,1,2,Cardiovascular,0,unique,3628,0
DOPAMINE,2020,2021,605915.0,519515.0,20904089.58,34.5,40.24,2.0,583474.0,0.0385,500274.0,0.0385,20129864.04,0.0385,0.0,2,594694.5,15868.18,20516976.81,0,11,1,3,Cardiovascular,0,unique,3628,0
DOPAMINE,2021,2022,628356.0,538756.0,21678315.12,34.5,40.24,2.0,605915.0,0.037,519515.0,0.037,20904089.58,0.037,0.0,3,617135.5,15868.18,21291202.35,0,11,1,4,Cardiovascular,0,unique,3628,0
DOPAMINE,2022,2023,650798.0,557998.0,22452540.66,34.5,40.24,2.0,628356.0,0.0357,538756.0,0.0357,21678315.12,0.0357,0.0,4,639577.0,15868.89,22065427.89,0,11,1,5,Cardiovascular,0,unique,3628,0
DOPAMINE,2023,2024,673239.0,577239.0,23226766.2,34.5,40.24,2.0,650798.0,0.0345,557998.0,0.0345,22452540.66,0.0345,0.0,5,662018.5,15868.18,22839653.43,0,11,1,6,Cardiovascular,0,unique,3628,0
MILRINONE,2018,2019,4686706.0,606706.0,35150295.0,7.5,57.94,3.0,4686706.0,0.0,606706.0,0.0,35150295.0,0.0,0.0,0,4686706.0,0.0,35150295.0,1,0,0,-1,Unclassified / General,0,unique,52769,0
MILRINONE,2019,2020,4874174.0,630974.0,36556306.8,7.5,57.94,3.0,4686706.0,0.04,606706.0,0.04,35150295.0,0.04,0.0,1,4780440.0,132559.89,35853300.9,0,0,0,-1,Unclassified / General,0,unique,52769,0
MILRINONE,2020,2021,5061642.0,655242.0,37962318.6,7.5,57.94,3.0,4874174.0,0.0385,630974.0,0.0385,36556306.8,0.0385,0.0,2,4967908.0,132559.89,37259312.7,0,0,0,-1,Unclassified / General,0,unique,52769,0
MILRINONE,2021,2022,5249110.0,679510.0,39368330.4,7.5,57.94,3.0,5061642.0,0.037,655242.0,0.037,37962318.6,0.037,0.0,3,5155376.0,132559.89,38665324.5,0,0,0,-1,Unclassified / General,0,unique,52769,0
MILRINONE,2022,2023,5436578.0,703778.0,40774342.2,7.5,57.94,3.0,5249110.0,0.0357,679510.0,0.0357,39368330.4,0.0357,0.0,4,5342844.0,132559.89,40071336.3,0,0,0,-1,Unclassified / General,0,unique,52769,0
MILRINONE,2023,2024,5624047.0,728047.0,42180354.0,7.5,57.94,3.0,5436578.0,0.0345,703778.0,0.0345,40774342.2,0.0345,0.0,5,5530312.5,132560.6,41477348.1,0,0,0,-1,Unclassified / General,0,unique,52769,0
LEVOSIMENDAN,2018,2019,2069452.0,989452.0,7243082.0,3.5,7.32,5.0,2069452.0,0.0,989452.0,0.0,7243082.0,0.0,0.0,0,2069452.0,0.0,7243082.0,1,0,0,-1,Unclassified / General,0,unique,73107,0
LEVOSIMENDAN,2019,2020,2152230.0,1029030.0,7532805.28,3.5,7.32,5.0,2069452.0,0.04,989452.0,0.04,7243082.0,0.04,0.0,1,2110841.0,58532.89,7387943.64,0,0,0,-1,Unclassified / General,0,unique,73107,0
LEVOSIMENDAN,2020,2021,2235008.0,1068608.0,7822528.56,3.5,7.32,5.0,2152230.0,0.0385,1029030.0,0.0385,7532805.28,0.0385,0.0,2,2193619.0,58532.89,7677666.92,0,0,0,-1,Unclassified / General,0,unique,73107,0
